,Name,Description,Date,Time,Location,Price,URL
153,Spies Among Us An Immersive Adventure,"Welcome, Agent.
We have a mission for you.
A ROGUE SPY is currently roaming the area. Use your phone and wits to uncover clues, reveal their plot, and deduce their whereabouts. Comedy, adventure and danger will be hiding from you in plain sight!",May 4,2:00PM - 4:00PM,Across Street from Little Tokyo/Arts District Metro Station,,https://www.discoverlosangeles.com/event/2024/05/04/spies-among-us-an-immersive-adventure
154,Rooftop Speed Dating In Hollywood Ages 27 39,"CitySwoon is super excited to announce we are bringing our UNIQUE date nights to a new part of town, to an incredible and popular new venue for us - The Rooftop Bar at Grandmaster Records in Hollywood!
Fill out a profile in under 5 minutes and be matched on a series of 6-8 quick-fire date rounds to THE most compatible singles in the room.
Check-in is on your phone, with NO match cards, drink tokens, paper or pens required - just bring your phone and your great attitude! So, please ensure it's fully charged.
The Event:
- You will experience a series of relaxed mini-dates selected for you each round by an intelligent algorithm live at the event.
- Hosted by a friendly and professional team.
- Handpicked, top bar with a welcoming atmosphere.
- Connect freely with your mutual matches the next day on CitySwoon.
- Opportunity to connect with the other participants you don't date on the night.
The Venue
A rooftop like no other that sits aloft the heart of Hollywood, this is the jewel in Grandmaster Recorders' crown. The Grandmaster Rooftop offers a truly unique vista of the Hollywood skyline along with an unrivaled food and beverage program. A popular date spot already, come and have a bunch in one night!
Why CitySwoon?
The success rate is higher than both online dating and traditional speed dating! But don't let the tech fool you - this is all about meeting REAL people in REAL life!
- Over 95% receive a mutual match
- A closely-managed balance of men & women - we work very hard at it!
- Bigger events mean better events.
- Over 8 years of experience! Many thousands of events plus hundreds of thousands of matches, relationships and marriages!
- Meticulously planned events - we don't want to waste your time with cancellations, so we only list the events we're very confident will run.
- Never date the same person twice - our system remembers who you've already met so you'll always have a new person to meet on each date round! (This is for real life and virtual events too). So, book into several events with confidence.
Fun fact: Cityswoon still holds the Guinness World Record that launched us!
Check out our events partners here Tawkify
Other things to note.
- You will kindly adhere to all host and venue instructions, including all applicable health guidelines.
* A completed CitySwoon simple profile is required to participate. Tickets will NOT be available at the door. Tickets are limited by venue capacity and high demand.
**To support our venue partner, there is a 1 drink or food item minimum.
****Tickets are non-refundable, and all purchases are final. To receive an event credit or ticket transfer, please contact our Customer Service team at least 7 days prior to the event date. Our Terms & Conditions apply. See FAQs for details.",Aug 8,7:30PM - 10:00PM,Grandmaster Recorders,$39 ,https://www.discoverlosangeles.com/event/2024/08/08/rooftop-speed-dating-in-hollywood-ages-27-39
155,Doggy Date Night,"Pick up a tail-wagging friend on August 10 and bring them back the next day. If you’re at least 18 years old and don’t have a dog at home already, caregivers will help you find your perfect dog match.
Complete our foster registration process before arrival for the quickest experience. https://volunteers.bestfriends.org/?nd=intake&entry_point_id=46&unit_id…
Have a dog at home already? Schedule a dog date night at BehaviorLA@bestfriends.org.
Adoption fees will be waived for anyone who decides to adopt their sleepover buddy!",Aug 10,10:00AM - 5:00PM,Best Friends Pet Adoption Center,,https://www.discoverlosangeles.com/event/2024/08/10/doggy-date-night
156,A Faery Hunt Enchanted Adventure,"Nickelodeon named A Faery Hunt “Best Children's Theater in Los Angeles!”
Are you searching for a magical adventure that will whisk you and your family away from the hustle and bustle of daily life? Look no further than our friends at A Faery Hunt! Their outdoor, interactive performances will transport you to a world of enchantment and delight. With whimsical musical stories that inspire creativity and imagination, A Faery Hunt is the perfect escape for families with children aged 2-9, boys and girls alike. And with the honor of receiving the Nickelodeon Award for Best Children's Theater, you can trust that A Faery Hunt will deliver a memorable experience for the whole family. Don't miss out on this captivating adventure.
Groups are welcome!",Aug 4,10:30AM - 11:30AM,Crestwood Hills Park,$15.00 per person ,https://www.discoverlosangeles.com/event/2024/08/04/a-faery-hunt-enchanted-adventure
157,Olivia Rodrigo Guts World Tour,Olivia Rodrigo - GUTS world tour,Aug 14,7:30PM,Kia Forum,$199.50 ,https://www.discoverlosangeles.com/event/2024/08/14/olivia-rodrigo-guts-world-tour
158,Little Friend Bar,"Little Friend Comedy Show
Nationally touring comedians
8/8/24
7pm Doors
$10 Door
$5 online
822 Washington Blvd, Venice, CA 90292
Use code LILFREN for half off tix online while they last
Avoid fees by paying via Venmo/PayPal @ReidClarkComedy or Cashapp $rccomedy
jahlikefunny.eventbrite.com",Aug 8,7:00PM - 9:00PM,Little Friend Bar,$5 ,https://www.discoverlosangeles.com/event/2024/08/08/little-friend-bar
159,Las Shakespeare In The Park As You Like It,"Pack your picnic basket, shake out your blanket, and grab your friends & family by the hand. LA’s Shakespeare in the Park returns for an ENTIRE summer of free theater under the stars! Fall in love this summer with our As You Like It, a screwball romantic comedy with songs inspired by 1930’s crooner, Al Bowlly.
About the Griffith Park Free Shakespeare Festival:
The Festival is 8 weeks of your best summer nights! New this year: an immersive prologue ongoing from 6 pm. The performance of As You Like It begins at 7 pm. Enter the Forest of Arden as you walk up the hill of the Old Zoo, past the abandoned bear caves. Our performance site is the dell at the top of the hill. Special pre-show events like Dress Up Nights, family workshops, salons are more are also happening. All the details are at our website: iscla.org
About As You Like It:
Irrepressible cousins, Rosalind and Celia, fall afoul of the Duke, and make their escape into the Forest of Arden. There, they discover a world of vivid characters and romantic possibilities. When class and gender boundaries shatter, they discover both themselves and a beguiling truth: transformation is always possible.",Aug 8,6:00PM - 10:00PM,Old Los Angeles Zoo,,https://www.discoverlosangeles.com/event/2024/08/08/las-shakespeare-in-the-park-as-you-like-it
160,Chicken Stories,Playwright/director Marcus Folmar describes his new play Chicken Stories this way: “A collection of hilarious and at times biting vignettes that examine the culture and times through the unexpected yet undeniably relatable (and historically relevant) lens of chicken.”,Aug 8,7:30PM - 9:05PM,The Broadwater Main Stage,$35 ,https://www.discoverlosangeles.com/event/2024/08/08/chicken-stories
161,Kings Of Leon,Kings of Leon take their Can We Please Have Fun tour to the Kia Forum.,Aug 22,8:00PM - 10:00PM,Kia Forum,$380 ,https://www.discoverlosangeles.com/event/2024/08/22/kings-of-leon
162,Guy J Jackson Discusses Itll Be Fun Youll See A Short Story Collection,"Yeah, so, no one's really precisely sure what to make of all this. The promotional blurbs here and herein are from people more eloquent than this person right now writing this, so the blurbs are actually where you want to look for an approximate spin on this book's supposed contents, a supposed collection of supposed short stories. But is it really a collection, per se...? Are they really short stories...? A.F. Harrold once pointed out that technically speaking the ""short stories"" of Guy J. Jackson aren't always quantifiable as ""short stories"", and sometimes they are just ""things"". Whereas Gwyneth Herbert, if we recall semi-correctly, once advised to simply drink Jackson's ""stories"" out of a diamond-studded high heel with someone you prefer while lingering in lucidity on a country road at dusk. But at least it's been firmly postulated, by experts the world over, that if one consumes these so-called ""short stories"" of Jackson's at the rate of one ""story"" per day, with skipped days being acceptable, one will feel infinitesimally better about, and ever-so-slightly more able to handle, the fundamental inanities of living Life itself.
About the author:
Guy J. Jackson is a would-be moviemaker currently dwelling in Los Angeles, though his essence can also be found on YouTube, TikTok, and Instagram. He wrote and starred in a feature film regarding the former of those places and thus aptly entitled Los Angeles Overnight. His first book of short stories was Drink The Rest Of That, and it can still be found in several of the places where short stories are sold.",Aug 8,7:00PM - 9:00PM,Book Soup,,https://www.discoverlosangeles.com/event/2024/08/08/guy-j-jackson-discusses-itll-be-fun-youll-see-a-short-story-collection
163,Sonic Kaleidoscope Dj Night,Come hang with us on the 4th Thursday of every month for an eclectic musical journey through various genres. DJ spins starting at 8pm.,Aug 22,8:00PM - 11:00PM,Angel City Brewery,,https://www.discoverlosangeles.com/event/2024/08/22/sonic-kaleidoscope-dj-night
164,The Double V,"International City Theatre presents a historical drama about the first Black civil rights movement in the U.S. In 1942, his attempt to enlist in the army rejected because of his color, 26-year-old James G. Thompson of Wichita, Kansas wrote a letter to the editor of The Pittsburgh Courier, at the time the most highly circulated Black newspaper with a readership of over 350,000. “Should I sacrifice my life to live half American?” he asked… leading the Courier to kick off the “Double V” campaign. Building on the popular “V for Victory” slogan that called for triumph in the war, the super-imposed, second “V” called for victory in the fight for racial equality — in the army, the navy, and in all aspects of segregated daily life. Other Black newspapers, including the Chicago Defender and the Amsterdam Star-News, soon took up the call. Under pressure from the campaign, and against the advice of J. Edgar Hoover’s FBI, the U.S. was forced to adopt a policy of “proportional representation” that allowed Black Americans to participate in the military in direct proportion to their percentage of the population. International City Theatre at the Long Beach Convention & Entertainment Center, 330 E. Seaside Way, Long Beach, CA 90802; (562) 436-4610; InternationalCityTheatre.org.",Aug 22,7:30PM - 2:00PM,International City Theatre,$52 ,https://www.discoverlosangeles.com/event/2024/08/22/the-double-v
165,Miracle Mile In 35Mm,"Guest speaker: Introduction by musician and composer Paul Haslinger.
Harry (Anthony Edwards) and Julie (Mare Winningham) have a romantic encounter at the La Brea Tar Pits and quickly fall in love. Harry’s bliss is short-lived when he answers a ringing payphone and hears a frantic warning that nuclear missiles are heading toward his location. Distraught by the thought of never seeing Julie again, he does whatever he can to find her while warning others along the way, unsure whether he is sparking citywide panic unnecessarily. Filmed on location along Wilshire Boulevard, inside LA landmark Johnie’s Coffee Shop, and featuring the May Company Building that would become the Academy Museum, Miracle Mile sees the city descend into chaos in the face of impending doom.
DIRECTED BY: Steve De Jarnatt. WRITTEN BY: Steve De Jarnatt. WITH: Anthony Edwards, Mare Winningham, Mykelti Williamson, Denise Crosby. 1988. 88 min. USA. Color. English. Rated R. 35mm. Print courtesy of the Steve De Jarnatt Collection at the UCLA Film & Television Archive.",Aug 10,7:30PM - 9:00PM,Academy Museum of Motion Pictures,$10 ,https://www.discoverlosangeles.com/event/2024/08/10/miracle-mile-in-35mm
166,Cinderella %E2%80%93 An %E2%80%9Cenchanting%E2%80%9D Rudie Decarlo Family Theatre Musical For Kids 2 To,"“Pick of the Month!” Show Time Magazine.
The beloved Rudie-DeCarlo musical CINDERELLA is back for Aug-Sept only, to celebrate its 40th anniversary with a stunning multi-media makeove. It’s Cinderella like you’ve never seen her before, with new songs, hilarious special FX, a silent movie segment that will have you falling out of your seat, dazzling costumes, amazing magical prestidigitation, and a story about being true to your dreams and loving yourself as you are that's as meaningful today as ever before.
“A delight for the entire family!” LA SPLASH
It’s the perfect fairytale for today's generation: a handsome prince (who yearns to be loved for himself, not his royal position), silly stepsisters (who ultimately discover that looks really aren't everything), a feisty (but genuinely well-meaning) stepmother, a silver-foxy (if slightly befuddled) King and a refreshingly independent Cinderella.
""An Enchanting Cinderella!...highlighted by fast pacing, fancy costuming and a lovely, unweepy Cinderella…particularly within the context of Rudie and DeCarlo's trademark Gilbert & Sullivan comic lyrics."" LA Times
After two dozen tours to England, Alaska and Japan, CINDERELLA is still the single most requested Playhouse Musical Matinee on three continents and this delightful 40th anniversary make-over offers added delights: playful period costumes by award-winning designer Ashley Hayes, magical special effects by James Cooper and the heart-warming romance that blooms with the assistance of a glass slipper, a magic wand, and the audience's eager intervention.
""This extraordinary company creates a strange new brand of excitement...Truly imaginative and entertaining, this play has all its spark plugs firing."" - LA PARENT
CINDERELLA features Actors’ Repertory Theatre members James Cooper, Isabel Lindley, SummerAnne Love, J.T. Melagrano, Cydne Moore, Michala Peltz, Graham Silbert and Megan Wright, with special guest Olvia Hurtado as Cinderella. Fairygodmother, of course, plays herself. Directed by Playhouse Co-Artistic Director Chris DeCarlo, book, music & lyrics by DeCarlo and Evelyn Rudie.
Splendid birthday parties, hosted by costumed members of the Cinderella Company, are available with every performance.
""A show that will delight children and adults, even if they think they have seen every possible twist on the Cinderella story."" reviewplays.com
Saturdays 2pm, Sundays 12:30, August 3 – September 29, 2024",Aug 18,2:00PM - 3:30PM,Santa Monica Playhouse,$15 for adults; admission includes post-show photo opps with the cast and special surprises provided by Quaker Chewy Family Play Wagon. ,https://www.discoverlosangeles.com/event/2024/08/18/cinderella-%E2%80%93-an-%E2%80%9Cenchanting%E2%80%9D-rudie-decarlo-family-theatre-musical-for-kids-2-to
167,Natsumatsuri Family Festival,"JANM's annual summer celebration features free cultural performances, crafts, and activities for families and kids of all ages! Festivities include drum performances by Ryukyukoku Matsuri Daiko and East LA Taiko, readings of Sachiko Goes Racing with children's book author and race car driver Nadine Sachiko Hsu, tradtional bon odori style dancing, souvenir photos by cre8tive outlets, improv with Cold Tofu, fun summer-themed crafts and origami, and a
scavenger hunt for prizes.",Aug 10,11:00AM - 5:00PM,Japanese American National Museum,,https://www.discoverlosangeles.com/event/2024/08/10/natsumatsuri-family-festival
168,Sammy Hagar The Best Of All Worlds Tour With Special Guest Loverboy,SAMMY HAGAR The Best of All Worlds Tour with special guest Loverboy,Aug 19,7:00PM,Kia Forum,$499.50 ,https://www.discoverlosangeles.com/event/2024/08/19/sammy-hagar-the-best-of-all-worlds-tour-with-special-guest-loverboy
169,The Elements With Joshua Bell,"Grammy-winning violinist Joshua Bell celebrates the fascinating beauty of the natural world with his latest project, The Elements. Five of today’s most celebrated, living composers each wrote a movement, highlighting an element—Kevin Puts (Earth), Edgar Meyer (Water), Jennifer Higdon (Air), Jake Heggie (Fire), and Jessie Montgomery (Space)—and its unique role in the universe. Rodolfo Barráez, the LA Phil’s new Assistant Conductor, lends his infectious charisma to dance-inspired music from West Side Story and Copland’s El Salón México, a symphonic folk piece inspired by the composer’s visits to Mexico City dance halls.",Aug 15,8:00PM - 10:00PM,Hollywood Bowl,$1.00 ,https://www.discoverlosangeles.com/event/2024/08/15/the-elements-with-joshua-bell
170,Sweat,"Keenly observed and filled with warm humor and tremendous heart, SWEAT tells the story of a group of friends who have spent their lives sharing drinks, secrets, and laughs while working together on the factory floor in the Rust Belt of Reading, Pennsylvania. But when layoffs and picket lines begin to chip away at their trust, the friends find themselves pitted against each other in a heart-wrenching fight to stay afloat. This Pulitzer Prize winning drama by Lynn Nottage is a masterful depiction of the forces that divide and conquer us, where there’s humor, abundant humility, and a story that never feels less than authentic.",Jul 20,8:00PM - 10:00PM,Long Beach Playhouse,$10-35 ,https://www.discoverlosangeles.com/event/2024/07/20/sweat
171,Dave Friends Curated By Dave Pressler Gabba Gallery,"Dave & Friends
Curated by Dave Pressler & Gabba Gallery
August 17 - September 14, 2024
Wed – Sat, 12PM-3PM
Gabba Gallery DTLA
235 S. Broadway
Los Angeles, CA 90012
Opening Night
Saturday, August 17, 5PM-9PM
Free and open to the public, no RSVP required
Join Gabba Gallery and renowned artist Dave Pressler for ""Dave & Friends,"" featuring work by Pressler and over 50 of his favorite artists; this lighthearted and sometimes hilarious art show will leave you smiling. Presented in Gabba's new DTLA space, it's a must-see exhibition for art lovers of all ages.",Aug 23,12:00PM - 3:00PM,Gabba Gallery,,https://www.discoverlosangeles.com/event/2024/08/23/dave-friends-curated-by-dave-pressler-gabba-gallery
172,Summer Reading Program,"Join the Torrance Public Library’s Summer Reading Challenge! Read 16 hours, complete 16 library and/or literacy-related activities, or a combination of reading and activities to earn your Completion Certificate and a special prize.
One prize per participant while supplies last.
To participate in-person, go to any Torrance Library beginning June 10 to register and pick up an Activity Tracking Sheet.
To participate virtually, on June 10, create an account on our Torrance Public Library Beanstack site , or download the Beanstack Tracker in the Apple App Store or on Google Play Store and search for the Torrance Public Library.
Once the initial challenge is completed, read 8 more hours or complete 8 special activities to earn another bonus prize! Limit 1 per participant.",Jun 10,7:00AM - 7:00PM,Torrance Library,,https://www.discoverlosangeles.com/event/2024/06/10/summer-reading-program
173,Choose Your Own Artventure,"Join professional illustrator Sketkh Williams and a talented duo of improvisors for a hilarious interactive storyboarding experience that's improv show meets drawing event! Join Sketch by Sketkh for this one of a kind experience that's perfect for artists and comedy lovers alike! All you need is a pencil and paper, bring your own or use ours & create your own storyboards! This month's adventure is ""Murder at Balloon City 69""",Aug 22,8:00PM - 10:00PM,"The Roguelike Tavern259 N Pass Ave, Burbank, CA 91505",,https://www.discoverlosangeles.com/event/2024/08/22/choose-your-own-artventure
174,Tartuffe Born Again At Theatricum Botanicum,"How do you stop an invasive cultish worm who uses lies of biblical proportion to wind his way into your family life, your town, your city, your country? Through the brilliant storytelling of Molière and Freyda Thomas’ clever adaptation in rhyming couplets, we watch a southern family in the 1980s begin to recognize a taker in their midst in the form of televangelist, Tartuffe. Hilarious mayhem ensues as they recognize the danger, rise up, and remove the culprit.
A prologue discussion with the cast will take place at 6:30pm before the performance on August 11th. Pay What You Will ticket pricing is available at the 7:30 performance on August 30th and September 9th.",Jul 13,7:30PM,Will Geer's Theatricum Botanicum,$60 ,https://www.discoverlosangeles.com/event/2024/07/13/tartuffe-born-again-at-theatricum-botanicum
175,The Party Never Ends,"Fresh off the release of their acclaimed new EP, No Hard Feelings, GRAMMY® Award-winning duo The Chainsmokers have announced dates for The Party Never Ends summer music series as it returns to Los Angeles, and expands to four cities total in 2024. This highly-anticipated run comes after 2023’s record-breaking inaugural event which brought 18,798 people to Los Angeles State Historic Park–smashing the venue’s all-time attendance record.
The world-renowned artists Alex Pall and Drew Taggart will headline the event, with special guests including Jonas Blue, ALOK, Quinn XCII, BUNT, Daniel Allan, Forester, and more. Each city will experience a uniquely curated explosion of dazzling visuals, starry collaborations, and cutting-edge production as a community is born through fan-favorite hits and career-spanning deep cuts. Full ticketing and dates available below.
In collaboration with Insomniac and with support from JAJA Tequila and Celsius, The Party Never Ends is The Chainsmokers’ most ambitious live music project to date. Top-billed performers at arenas and stages across the globe for a decade, this summer sees the duo take over a series of impressive open-air venues as they make their much anticipated return to the site of TPNE's record-breaking debut, Los Angeles Historic Park , on August 17.
The Party Never Ends will continue a monumentally successful run for the boundary-breaking pair whose latest singles Addicted–with Mwaki producer Zerb and frequent Beyoncé collaborator INK—and Friday–with breakout R&B artist Fridayy–have burst onto the global charts. Last week saw the release of TCS6 entitled No Hard Feelings and the anthemic lead single, No Shade at Pitti.
No Hard Feelings is available everywhere now.
TICKETS: Visit thechainsmokers.com for more information and all TCS tour dates.
Artist presale will begin Tues, May 14th @ 10am ET
Spotify presale will begin Weds, May 15th @ 12pm ET
General on sale begins Fri, May 17th @ 10am LOCAL
Presale sign up and tickets at: events.seated.com/the-chainsmokers-2024
THE PARTY NEVER ENDS DATES:
Sat Aug 10 – Seattle, WA – Myrtle Edwards Park with Jonas Blue, Daniel Allan
Sat Aug 17 – Los Angeles, CA – Los Angeles State Historic Park with ALOK
Thurs Aug 29 – Boston, MA – The Stage at Suffolk Downs with Quinn XCII, BUNT
Thurs Sep 12 – Queens, NY – Forest Hills Stadium
About The Chainsmokers
The Chainsmokers, comprised of Drew Taggart and Alex Pall, have continuously pushed the boundaries of music, seamlessly blending genres like pop, indie, electronic, alternative, and rock. Their groundbreaking approach has not only set cultural trends but also yielded chart-topping hits, a historic Las Vegas residency, and packed arena tours across countless continents. Drew's dynamic vocals and instrumental skills combined with Alex's virtuosic piano playing form the backbone of their deep musical acumen, evident in their string of Diamond-certified singles and GRAMMY®-winning tracks.
Since their independent breakthrough in 2013, The Chainsmokers have consistently delivered viral sensations, including #1 hits like ""Closer"" and ""Don't Let Me Down,"" while their albums have dominated the Billboard charts. Embracing innovation, they ventured into the world of NFTs with their album So Far So Good, and expanded their creative ventures into entrepreneurship with Mantis Venture Capital, alongside philanthropic efforts such as providing PPE during the pandemic. Their latest musical endeavors, showcased in collaborations with emerging artists and diverse sonic explorations, underscore their commitment to evolving and shaping the future of the music industry.
###
Media Contacts
The Chainsmokers / thechainsmokers@tagpr.com",Aug 17,5:00PM - 12:00AM,Los Angeles State Historic Park,,https://www.discoverlosangeles.com/event/2024/08/17/the-party-never-ends
176,All Dvorak With Midori,"For over four decades, Midori has explored and built connections between music and the human experience. Returning to the spotlight on the Hollywood Bowl stage, the internationally respected violinist brings her exquisite touch and expertise to Dvořák’s Violin Concerto. Embrace the warm spirit and emphatic verve of the Czech composer’s homeland as Christian Reif makes his debut with the orchestra in the animated Carnival Overture and Seventh Symphony—a masterpiece drenched in rich lyricism, dance-like phrases, and Bohemian pride.",Aug 20,8:00PM - 10:00PM,Hollywood Bowl,$1.00 ,https://www.discoverlosangeles.com/event/2024/08/20/all-dvorak-with-midori
177,The Blank Theatres 32Nd Annual Young Playwrights Festival Opening Night 0,"(THROUGH AUGUST 4) The Blank Theatre is proud to present our 32nd Annual Young Playwrights Festival, presenting the best plays in the country by writers 19 and under. These incredible young people represent the future of theater, and their works range across genres and topics. Every weekend from July 11 - August 4, we will premiere 3 new plays, staged and performed by professional directors and actors.
CLICK HERE :: https://bb-ustv.com/festival/
Our playwright alumni include Stephen Karam (""The Humans""), Austin Winsberg (""Zoey's Extraordinary Playlist""), Kit Steinkellner (""Sorry For Your Loss""), and Lauren Yee (""Cambodian Rock Band""). Actors who have appeared in YPF include Chris Pine (Wonder Woman), Katie Lowes (Scandal), Vico Ortiz (Our Flag Means Death), Heather Morris and Max Adler (Glee), Jeremy Sisto (Law & Order, Clueless), Dee Wallace (ET: The Extraterrestrial), Madison McLaughlin (Teen Wolf, Arrow), Noah Wyle (ER, The Librarian), Nicholas Brendon, Sarah Michelle Gellar, James Marsters, Tom Lenk, Danny Strong and Eliza Dushku (Buffy the Vampire Slayer), Tiffani Thiessen (Saved by the Bell, White Collar), Josh Radnor and Alyson Hannigan (How I Met Your Mother), Sarah Drew (Grey's Anatomy), Debra Messing (Will & Grace, Smash), Angel Parker (The People vs. OJ Simpson), Parvesh Cheena and Toks Olagundoye (Frasier), Constance Zimmer (Boston Legal, House of Cards), Jerry O’Connell (Jerry Maguire), Jennifer Stone (Wizards of Waverly Place), Cameron Britton (The Umbrella Academy, Mindhunter), and more
YPF takes place at Skylight Theatre on Vermont Ave. Tickets are free, but do they sell out so make sure to reserve in advance!",Jul 11,8:00PM - 10:00PM,Skylight Theatre,,https://www.discoverlosangeles.com/event/2024/07/11/the-blank-theatres-32nd-annual-young-playwrights-festival-opening-night-0
178,Boys Of Summer Tour 2024 Starring Menudo,Boys of Summer Tour 2024 starring Menudo,Aug 10,12:00PM,Teragram Ballroom,$39.00 ,https://www.discoverlosangeles.com/event/2024/08/10/boys-of-summer-tour-2024-starring-menudo
179,Tgif Matched Speed Dating In Santa Monica Ages 33 45,"Kickstart your weekend in style and join CitySwoon's unique and successful matched speed dating & experience our fresh take on traditional speed dating in Santa Monica!
Fill out a profile in under 5 minutes and be matched on a series of 6-8 quick-fire date rounds to THE most compatible singles in the room.
Check-in is on your phone, with NO match cards, drink tokens, paper or pens required - just bring your phone and your great attitude! So, please ensure it's fully charged.
The Venue
Tiato Kitchen + Garden is an eco-friendly Santa Monica restaurant serving Californian-Asian cuisine. Casual restaurant concept of award-winning Beverly Hills staple, Crustacean Restaurant, and Anqi in Orange County. Named after the mint-like Herb, Tia to, fuses classic Vietnamese cuisine with healthy, farm-to-table Californian flair. Herbs are grown on the expansive outdoor patio and ingredients are sourced from sustainable vendors. During lunch, Tiato offers gourmet quick service - order from the market and pick your favorite spot on the patio. Reservations can be made during lunch so that a table can be held aside for you. Since March, Tiato recently reopened their Garden Nights on Thursdays and Fridays from 5 pm-9 pm. We look forward to greeting you!
The Event:
- You will experience a series of relaxed mini-dates selected for you each round by an intelligent algorithm live at the event.
- Hosted by a friendly and professional team.
- Handpicked, top bar with a welcoming atmosphere.
- Connect freely with your mutual matches the next day on CitySwoon.
- Opportunity to connect with the other participants you don't date on the night.
Why CitySwoon?
The success rate is higher than both online dating and traditional speed dating! But don't let the tech fool you - this is all about meeting REAL people in REAL life!
- Over 95% receive a mutual match
- A closely-managed balance of men & women - we work very hard at it!
- Bigger events mean better events.
- Over 8 years of experience! Many thousands of events plus hundreds of thousands of matches, relationships and marriages!
- Meticulously planned events - we don't want to waste your time with cancellations, so we only list the events we're very confident will run.
- Never date the same person twice - our system remembers who you've already met so you'll always have a new person to meet on each date round! (This is for real life and virtual events too). So, book into several events with confidence.
Fun fact: Cityswoon still holds the Guiness World Record that launched us!
Other things to note.
- You will kindly adhere to all host and venue instructions, including all applicable health guidelines.
* A completed CitySwoon simple profile is required to participate. Tickets will NOT be available at the door. Tickets are limited by venue capacity and high demand.
**To support our venue partner, there is a 1 drink or food item minimum.
****Tickets are non-refundable, and all purchases are final. To receive an event credit or ticket transfer, please contact our Customer Service team at least 7 days prior to the event date. Our Terms & Conditions apply. See FAQs for details.",Aug 16,7:00PM - 9:30PM,Tiato Kitchen + Garden,$39 ,https://www.discoverlosangeles.com/event/2024/08/16/tgif-matched-speed-dating-in-santa-monica-ages-33-45
180,Special Pop Up Event With Lola Ade At Parachute Home,"Parachute Home at The Shops at Sportsmen’s Lodge invites you to a special pop-up event welcoming Lola Ade, the recipient of their Home for Dreams grant. Join us in-store on Saturday, August 10, from 12:00 PM to 3:00 PM for an exclusive opportunity to meet Lola and explore her curated collection of timeless elegance.
Lola Ade is renowned for her exquisite pieces that embody sophistication and style. This is your chance to purchase these unique creations, available in-store at Parachute Home for one day only.
Don't miss out on this special event where you can support an inspiring designer, discover beautiful new pieces, and enjoy the welcoming atmosphere of Parachute Home at The Shops at Sportsmen’s Lodge. Mark your calendar and join us for an afternoon of elegance and inspiration with Lola Ade!",Aug 10,12:00PM - 3:00PM,The Shops at Sportsmen's Lodge,,https://www.discoverlosangeles.com/event/2024/08/10/special-pop-up-event-with-lola-ade-at-parachute-home
181,Balancing Act,"Balancing Act is about an accountant who plans to escape with a large amount of embezzled money, but is visited at his New York apartment on the eve of his planned departure by a shy once-young lady from his accounting department who suspects there may be foul play afoot and ostensibly seeks his advice. He tries ever way he can think of to “keep her quiet” including escorting her to his bedroom.
Written by Frank Salisbury. Directed by David Datz. Starring Michael Kerr and Starina Johnson. Presented by Theatre 40.",Aug 18,2:00PM - 4:00PM,Theatre 40,$35 ,https://www.discoverlosangeles.com/event/2024/08/18/balancing-act
182,Norah Jones With Mavis Staples,NORAH JONES With Mavis Staples,Aug 4,7:30PM - 10:00PM,Greek Theatre,$150 ,https://www.discoverlosangeles.com/event/2024/08/04/norah-jones-with-mavis-staples
183,A Faery Hunt Adventure And Their Animal Friends,"Nickelodeon named A Faery Hunt “Best Children's Theater in Los Angeles!”
Are you searching for a magical adventure that will whisk you and your family away from the hustle and bustle of daily life? Look no further than our friends at A Faery Hunt! Their outdoor, interactive performances will transport you to a world of enchantment and delight. With whimsical musical stories that inspire creativity and imagination, A Faery Hunt is the perfect escape for families with children aged 2-9, boys and girls alike. And with the honor of receiving the Nickelodeon Award for Best Children's Theater, you can trust that A Faery Hunt will deliver a memorable experience for the whole family. Don't miss out on this captivating adventure.
But the adventure doesn't end there! After the show, come explore Kindred Spirits Care Farm. Guided by the animal docents, pet and feed the many loving farm animals there. Meet Pedro the friendly alpaca, Iric the sweet pig, and their many goats, chickens and pigs friends. See how the permaculture gardens thrive in this beautiful setting. After the Faery Hunt, time on the farm is the perfect place to complete a truly magical morning with family and friends!
Groups are welcome!
No outside food is allowed on this all-vegan premises. Light snacks are included in ticket price.",Aug 18,10:30AM - 2:00PM,Kindred Spirits Care Farm,$28 per person ,https://www.discoverlosangeles.com/event/2024/08/18/a-faery-hunt-adventure-and-their-animal-friends
